maintenance_id,machine_id,maintenance_type,failure_code,work_order_open_date,work_order_close_date,downtime_hours,technician_empid,parts_consumed,resolution_notes,pm_scheduled_date,pm_completed_date,days_overdue
MNT-000410,MCH-005,UNPLANNED_REPAIR,TOOLING,2023-05-07 08:45:00,2023-05-08 04:03:00,19.3,1037,Collet; Insert set,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-001076,MCH-011,UNPLANNED_REPAIR,MECHANICAL,2023-05-07 13:30:00,2023-05-07 19:30:00,6.0,1037,Ball screw; Spindle bearing,"Serviced mechanical assembly, verified alignment and runout on completion.",,,
MNT-000153,MCH-002,INSPECTION,,2023-05-09 15:00:00,2023-05-09 15:36:00,0.6,1051,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000904,MCH-009,INSPECTION,,2023-05-09 15:00:00,2023-05-09 15:48:00,0.8,1051,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-001295,MCH-012,INSPECTION,,2023-05-14 15:00:00,2023-05-14 16:24:00,1.4,1074,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000704,MCH-007,INSPECTION,,2023-05-15 15:00:00,2023-05-15 16:54:00,1.9,1092,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000446,MCH-005,INSPECTION,,2023-05-16 15:00:00,2023-05-16 17:00:00,2.0,1037,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000544,MCH-006,INSPECTION,,2023-05-16 15:00:00,2023-05-16 16:48:00,1.8,1037,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000942,MCH-010,PLANNED_PM,,2023-05-17 07:00:00,2023-05-17 10:06:00,3.1,1092,Coolant filter; Air filter,Completed scheduled preventive maintenance per equipment checklist.,2023-05-02,2023-05-17,15.0
MNT-000220,MCH-003,UNPLANNED_REPAIR,ELECTRICAL,2023-05-17 09:00:00,2023-05-18 04:24:00,19.4,1037,Control fuse; Servo amplifier,"Repaired electrical fault, tested control response through full axis travel.",,,
MNT-001077,MCH-011,UNPLANNED_REPAIR,MECHANICAL,2023-05-17 17:00:00,2023-05-17 23:54:00,6.9,1074,Way cover,"Serviced mechanical assembly, verified alignment and runout on completion.",,,
MNT-000617,MCH-007,UNPLANNED_REPAIR,TOOLING,2023-05-18 15:00:00,2023-05-19 00:30:00,9.5,1037,Collet; Tool holder,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-001254,MCH-012,UNPLANNED_REPAIR,TOOLING,2023-05-18 19:45:00,2023-05-19 05:39:00,9.9,1051,Collet; Insert set; Tool holder,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000743,MCH-008,PLANNED_PM,,2023-05-21 07:00:00,2023-05-21 09:36:00,2.6,1074,Coolant filter; Air filter,Completed scheduled preventive maintenance per equipment checklist.,2023-05-22,2023-05-21,-1.0
MNT-001224,MCH-012,PLANNED_PM,,2023-05-21 07:00:00,2023-05-21 10:24:00,3.4,1051,Way lube,Completed scheduled preventive maintenance per equipment checklist.,2023-05-18,2023-05-21,3.0
MNT-001186,MCH-011,INSPECTION,,2023-05-24 15:00:00,2023-05-24 16:12:00,1.2,1092,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000060,MCH-001,INSPECTION,,2023-05-25 15:00:00,2023-05-25 16:12:00,1.2,1092,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-001078,MCH-011,UNPLANNED_REPAIR,MECHANICAL,2023-05-26 06:15:00,2023-05-26 11:33:00,5.3,1037,Way cover; Ball screw; Drive belt,"Serviced mechanical assembly, verified alignment and runout on completion.",,,
MNT-000288,MCH-004,PLANNED_PM,,2023-05-26 07:00:00,2023-05-26 12:54:00,5.9,1074,Way lube,Completed scheduled preventive maintenance per equipment checklist.,2023-05-27,2023-05-26,-1.0
MNT-001040,MCH-011,PLANNED_PM,,2023-05-26 07:00:00,2023-05-26 10:30:00,3.5,1074,Air filter; Coolant filter,Completed scheduled preventive maintenance per equipment checklist.,2023-05-31,2023-05-26,-5.0
MNT-000250,MCH-003,INSPECTION,,2023-05-26 15:00:00,2023-05-26 16:30:00,1.5,1051,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000513,MCH-006,UNPLANNED_REPAIR,TOOLING,2023-05-27 09:45:00,2023-05-28 03:27:00,17.7,1074,Tool holder; Collet; Insert set,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-001002,MCH-010,INSPECTION,,2023-05-29 15:00:00,2023-05-29 15:30:00,0.5,1037,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000382,MCH-005,PLANNED_PM,,2023-06-01 07:00:00,2023-06-01 12:30:00,5.5,1092,Air filter; Way lube,Completed scheduled preventive maintenance per equipment checklist.,2023-06-03,2023-06-01,-2.0
MNT-000618,MCH-007,UNPLANNED_REPAIR,TOOLING,2023-06-01 17:30:00,2023-06-02 13:30:00,20.0,1092,Collet,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-001079,MCH-011,UNPLANNED_REPAIR,TOOLING,2023-06-02 08:15:00,2023-06-02 12:45:00,4.5,1092,Collet; Insert set; Tool holder,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000344,MCH-004,INSPECTION,,2023-06-02 15:00:00,2023-06-02 15:54:00,0.9,1037,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000031,MCH-001,UNPLANNED_REPAIR,TOOLING,2023-06-03 14:15:00,2023-06-04 13:45:00,23.5,1037,Tool holder; Insert set,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000806,MCH-008,INSPECTION,,2023-06-05 15:00:00,2023-06-05 16:12:00,1.2,1074,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000872,MCH-009,UNPLANNED_REPAIR,MECHANICAL,2023-06-06 12:15:00,2023-06-07 06:21:00,18.1,1051,Way cover; Drive belt; Ball screw,"Serviced mechanical assembly, verified alignment and runout on completion.",,,
MNT-000773,MCH-008,UNPLANNED_REPAIR,TOOLING,2023-06-07 15:15:00,2023-06-08 14:57:00,23.7,1074,Insert set; Tool holder; Collet,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000154,MCH-002,INSPECTION,,2023-06-08 15:00:00,2023-06-08 16:06:00,1.1,1092,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000905,MCH-009,INSPECTION,,2023-06-08 15:00:00,2023-06-08 16:06:00,1.1,1037,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000619,MCH-007,UNPLANNED_REPAIR,TOOLING,2023-06-09 11:30:00,2023-06-09 23:36:00,12.1,1074,Collet; Insert set,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000192,MCH-003,PLANNED_PM,,2023-06-10 07:00:00,2023-06-10 11:30:00,4.5,1051,Way lube,Completed scheduled preventive maintenance per equipment checklist.,2023-06-13,2023-06-10,-3.0
MNT-000004,MCH-001,PLANNED_PM,,2023-06-13 07:00:00,2023-06-13 09:54:00,2.9,1074,Coolant filter,Completed scheduled preventive maintenance per equipment checklist.,2023-06-17,2023-06-13,-4.0
MNT-000943,MCH-010,PLANNED_PM,,2023-06-13 07:00:00,2023-06-13 10:24:00,3.4,1051,Air filter,Completed scheduled preventive maintenance per equipment checklist.,2023-06-13,2023-06-13,0.0
MNT-001296,MCH-012,INSPECTION,,2023-06-13 15:00:00,2023-06-13 16:00:00,1.0,1074,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-001255,MCH-012,UNPLANNED_REPAIR,TOOLING,2023-06-13 15:30:00,2023-06-13 18:36:00,3.1,1092,Collet; Tool holder,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000972,MCH-010,UNPLANNED_REPAIR,ELECTRICAL,2023-06-13 16:45:00,2023-06-14 00:21:00,7.6,1051,Encoder; Control fuse; Contactor,"Repaired electrical fault, tested control response through full axis travel.",,,
MNT-000583,MCH-007,PLANNED_PM,,2023-06-14 07:00:00,2023-06-14 10:54:00,3.9,1074,Coolant filter; Air filter,Completed scheduled preventive maintenance per equipment checklist.,2023-06-18,2023-06-14,-4.0
MNT-001080,MCH-011,UNPLANNED_REPAIR,TOOLING,2023-06-14 08:00:00,2023-06-15 15:12:00,31.2,1092,Insert set; Collet,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000705,MCH-007,INSPECTION,,2023-06-14 15:00:00,2023-06-14 16:30:00,1.5,1037,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000485,MCH-006,PLANNED_PM,,2023-06-15 07:00:00,2023-06-15 09:12:00,2.2,1074,Way lube,Completed scheduled preventive maintenance per equipment checklist.,2023-06-01,2023-06-15,14.0
MNT-000317,MCH-004,UNPLANNED_REPAIR,TOOLING,2023-06-15 12:30:00,2023-06-15 20:06:00,7.6,1037,Insert set; Tool holder; Collet,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000447,MCH-005,INSPECTION,,2023-06-15 15:00:00,2023-06-15 16:00:00,1.0,1074,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000545,MCH-006,INSPECTION,,2023-06-15 15:00:00,2023-06-15 16:36:00,1.6,1037,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000098,MCH-002,PLANNED_PM,,2023-06-18 07:00:00,2023-06-18 09:00:00,2.0,1037,Coolant filter; Way lube,Completed scheduled preventive maintenance per equipment checklist.,2023-06-16,2023-06-18,2.0
MNT-000620,MCH-007,UNPLANNED_REPAIR,OPERATOR_INDUCED,2023-06-19 20:30:00,2023-06-20 10:54:00,14.4,1051,Probe stylus,"Corrected setup fault, reviewed procedure with the assigned operator.",,,
MNT-000411,MCH-005,UNPLANNED_REPAIR,MECHANICAL,2023-06-21 15:15:00,2023-06-22 04:27:00,13.2,1037,Ball screw,"Serviced mechanical assembly, verified alignment and runout on completion.",,,
MNT-000844,MCH-009,PLANNED_PM,,2023-06-23 07:00:00,2023-06-23 11:00:00,4.0,1074,Coolant filter,Completed scheduled preventive maintenance per equipment checklist.,2023-05-25,2023-06-23,29.0
MNT-001187,MCH-011,INSPECTION,,2023-06-23 15:00:00,2023-06-23 15:36:00,0.6,1037,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-001081,MCH-011,UNPLANNED_REPAIR,TOOLING,2023-06-24 08:30:00,2023-06-24 14:18:00,5.8,1051,Insert set,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000061,MCH-001,INSPECTION,,2023-06-24 15:00:00,2023-06-24 16:12:00,1.2,1092,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000251,MCH-003,INSPECTION,,2023-06-25 15:00:00,2023-06-25 17:00:00,2.0,1051,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-001225,MCH-012,PLANNED_PM,,2023-06-27 07:00:00,2023-06-27 09:36:00,2.6,1092,Coolant filter; Air filter,Completed scheduled preventive maintenance per equipment checklist.,2023-06-29,2023-06-27,-2.0
MNT-000621,MCH-007,UNPLANNED_REPAIR,ENVIRONMENTAL,2023-06-28 08:00:00,2023-06-28 13:48:00,5.8,1051,Air filter; Coolant filter; Seal kit,"Cleared coolant and filtration issue, restored fluid levels to spec.",,,
MNT-001003,MCH-010,INSPECTION,,2023-06-28 15:00:00,2023-06-28 15:36:00,0.6,1092,Inspection consumables,"Completed condition inspection, no corrective action required.",,,
MNT-000514,MCH-006,UNPLANNED_REPAIR,TOOLING,2023-06-29 15:15:00,2023-06-30 08:51:00,17.6,1051,Tool holder; Collet; Insert set,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
MNT-000126,MCH-002,UNPLANNED_REPAIR,TOOLING,2023-06-30 19:30:00,2023-07-01 19:00:00,23.5,1092,Tool holder; Insert set,Replaced worn tooling and confirmed first-article dimensions within tolerance.,,,
